LONC_CODE,DTA_DESC
2196-4,u DHEA SerPl-mCnc - Dehydroepiandrosterone (DHEA).unconjugated [Mass/volume] in Serum or Plasma
21753-9,TCRG gene Rear Bld/T Ql - TCRG gene rearrangements [Presence] in Blood or Tissue by Molecular genetics method
8072-1,Insulin Ab Ser-aCnc - Insulin Ab [Units/volume] in Serum
55150-7,A phagocytoph IgG+IgM Pnl Ser - Anaplasma phagocytophilum IgG and IgM panel - Serum Qualitative
75578-5,Fet 22q11.2 del risk WBC.DNA+cfDNA Ql - Fetal 22q11.2 deletion risk [Interpretation] based on Plasma cell-free+WBC DNA by Dosage of chromosome-specific cfDNA Qualitative
75602-3,Fet 1p36 del risk WBC.DNA+cfDNA Ql - Fetal 1p36 deletion risk [Interpretation] based on Plasma cell-free+WBC DNA by Dosage of chromosome-specific cfDNA Qualitative
96478-3,IgLON5 IgG Ser Ql CBA IFA - IgLON5 IgG Ab [Presence] in Serum by Cell binding immunofluorescent assay
92958-8,Resp path DNA+RNA Pnl L Resp NAA+non-prb - Respiratory pathogens DNA and RNA panel - Lower respiratory specimen by NAA with non-probe detection
55230-7,Immunophenotyping study - Immunophenotyping study
51637-7,Plateletcrit VFr Bld - Plateletcrit [Volume Fraction] in Blood
48638-1,Cryoglob Typ Ser IFE - Cryoglobulin type [Identifier] in Serum by Immunofixation
24007-7,EBV EA IgG Ser-aCnc - Epstein Barr virus early IgG Ab [Units/volume] in Serum
12293-7,Cotinine Ur Ql - Cotinine [Presence] in Urine
23125-8,F tular Ab Titr Ser Aggl - Francisella tularensis Ab [Titer] in Serum by Agglutination
30160-6,Tau Prot CSF-mCnc - Tau protein [Mass/volume] in Cerebral spinal fluid
68913-3,VGKC Ab CSF-sCnc - Voltage-gated potassium channel Ab [Moles/volume] in Cerebral spinal fluid
6080-6,Cocoa IgE Qn - Cocoa IgE Ab [Units/volume] in Serum
92899-4,Fet Chr 11q23 Del Plas.cfDNA Ql - Fetal Chromosome region 11q23 deletion [Presence] based on Plasma cell-free DNA by Sequencing
92900-0,Fet Chr 4p16 Del Plas.cfDNA Ql - Fetal Chromosome region 4p16 deletion [Presence] based on Plasma cell-free DNA by Sequencing
92902-6,Fet Chr 8q24 Del Plas.cfDNA Ql - Fetal Chromosome region 8q24 deletion [Presence] based on Plasma cell-free DNA by Sequencing
92903-4,Fet Chr 15q11 Del Plas.cfDNA Ql - Fetal Chromosome region 15q11 deletion [Presence] based on Plasma cell-free DNA by Sequencing
49391-6,HHV6 DNA # Bld NAA+probe - Herpes virus 6 DNA [#/volume] (viral load) in Blood by NAA with probe detection
32777-5,E coli O157H7 Ag Stl Ql - Escherichia coli O157:H7 Ag [Presence] in Stool
35651-9,Synoviocytes NFr Snv - Synovial lining cells/100 cells in Synovial fluid
2494-3,Iodine SerPl-mCnc - Iodine [Mass/volume] in Serum or Plasma
14313-1,THC Ur Cfm-mCnc - Tetrahydrocannabinol [Mass/volume] in Urine by Confirmatory method
14664-7,Color Snv - Color of Synovial fluid
1317-7,S Ab SerPl Ql - S Ab [Presence] in Serum or Plasma
1033-0,Fy sup(b) Ag RBC Ql - Fy sup(b) Ag [Presence] on Red Blood Cells
21422-1,Normetanephrine 24h Ur-mCnc - Normetanephrine [Mass/volume] in 24 hour Urine
34728-6,CO2 Bld Calc-sCnc - Carbon dioxide, total [Moles/volume] in Blood by calculation
40491-3,Neutrophils/leuk NFr Snv Manual - Neutrophils/100 leukocytes in Synovial fluid by Manual count
55180-4,HE4 SerPl-sCnc - Human epididymis protein 4 [Moles/volume] in Serum or Plasma
8087-9,PCA Ab Ser-aCnc - Parietal cell Ab [Units/volume] in Serum
814-4,WBC # Snv Manual - Leukocytes [#/volume] in Synovial fluid by Manual count
77375-4,HPV HR 12 DNA Spec Ql NAA+probe - Human papilloma virus 31+33+35+39+45+51+52+56+58+59+66+68 DNA [Presence] in Specimen by NAA with probe detection
59296-4,Lacosamide Bld-mCnc - Lacosamide [Mass/volume] in Blood
577-7,Fungus Spt Cult - Fungus identified in Sputum by Culture
2076-8,Chloride Stl-sCnt - Chloride [Moles/mass] in Stool
21395-9,Monos+Macros/leuk NFr Snv Manual - Monocytes+Macrophages/100 leukocytes in Synovial fluid by Manual count
14822-1,Lymphocytes/leuk NFr Snv Manual - Lymphocytes/100 leukocytes in Synovial fluid by Manual count
3271-4,LMWH PPP Chro-aCnc - LMW Heparin [Units/volume] in Platelet poor plasma by Chromogenic method
91897-9,Doravirine Islt Genotyp - Doravirine [Susceptibility] by Genotype method
57836-9,Basophils/leuk NFr Snv Manual - Basophils/100 leukocytes in Synovial fluid by Manual count
57391-5,Eosinophil/leuk NFr Snv Manual - Eosinophils/100 leukocytes in Synovial fluid by Manual count
49857-6,SMN1+SMN2 gene Mut Anl Bld/T - SMN1 gene+SMN2 gene targeted mutation analysis in Blood or Tissue by Molecular genetics method
32585-2,EBV DNA # Spec NAA+probe - Epstein Barr virus DNA [#/volume] (viral load) in Specimen by NAA with probe detection
46759-7,Hb Ss, Hb S/C, Hb S/bTh DBS-Imp - Hb SS, Hb SC, Hb SB thal newborn screen interpretation
43307-8,Bacteria Sinus Cult - Bacteria identified in Sinus by Culture
2308-5,Galactose SerPl-mCnc - Galactose [Mass/volume] in Serum or Plasma
25393-0,Desethylamiodarone SerPl-sCnc - Desethylamiodarone [Moles/volume] in Serum or Plasma
20451-1,T4 Bld Ql - Thyroxine (T4) [Presence] in Blood
17494-6,Prostaglandin F2A Ur-mCnc - Prostaglandin F2 alpha [Mass/volume] in Urine
74226-2,Plasma cells assess Mar - Plasma cells assessment in Bone marrow Narrative
94769-7,SARS-CoV-2 Ab SerPl IA-aCnc - SARS-CoV-2 (COVID-19) Ab [Units/volume] in Serum or Plasma by Immunoassay
6888-2,Alpha2 Glob Ur-mCnc - Alpha 2 globulin [Mass/volume] in Urine
48157-2,Thymine/Creat Ur-sRto - Thymine/Creatinine [Molar ratio] in Urine
48347-9,levETIRAcetam SerPl-sCnc - levETIRAcetam [Moles/volume] in Serum or Plasma
2154-3,CK MB SerPl Elph-cCnc - Creatine kinase.MB [Enzymatic activity/volume] in Serum or Plasma by Electrophoresis
47526-9,Cytology Spec Doc Cyto - Cytology report of Specimen Cyto stain
15086-2,Oxalate Ur-sCnc - Oxalate [Moles/volume] in Urine
5265-4,Panc Islet Cell Ab Ser Ql IF - Pancreatic islet cell Ab [Presence] in Serum by Immunofluorescence
584-3,Gp B Strep Vag Ql Cult - Streptococcus agalactiae [Presence] in Vaginal fluid by Organism specific culture
13510-3,Myeloperoxidase Mar - Microscopic observation [Identifier] in Bone marrow by Myeloperoxidase stain
13512-9,BE Stn Mar - Microscopic observation [Identifier] in Bone marrow by Butyrate esterase stain
33559-6,Kappa LC/Lambda Ur - Kappa light chains/Lambda light chains [Mass Ratio] in Urine
43423-3,Na Urate 24h SatFr Ur - Sodium urate [Saturation Fraction] in 24 hour Urine
42678-3,Urate 24h SatFr Ur - Urate [Saturation Fraction] in 24 hour Urine
13169-8,Interpretation SerPl IEP-Imp - Immunoelectrophoresis for Serum or Plasma
11957-8,Fet CRL US.meas - Fetal Crown Rump length US
1213-8,little s Ag RBC Ql - little s Ag [Presence] on Red Blood Cells
12146-7,Fet Nuchal fold Thickness US.meas - Fetal Nuchal fold Thickness US
77174-1,CALR Exon 9 Mut Anl Bld/T - CALR gene exon 9 mutations found [Identifier] in Blood or Tissue by Molecular genetics method Nominal
573-6,Fungus Nail Cult - Fungus identified in Nail by Culture
51651-8,IgE Ab SerPl Ql - IgE Ab [Presence] in Serum or Plasma
1261-7,N Ag RBC Ql - N Ag [Presence] on Red Blood Cells
14136-6,CD34 Cells # Bld - CD34 cells [#/volume] in Blood
43923-2,B-OH-Butyr SerPl Ql - Beta hydroxybutyrate [Presence] in Serum or Plasma
33360-9,Gal1PO4 RBC-mCnt - Galactose 1 phosphate [Mass/mass] in Red Blood Cells
53039-4,Gene dis anl carrier interp-Imp - Genetic disease analysis overall carrier interpretation
48556-5,Fetal RBC/1000 RBC Bld Kleih Betke-Rto - Erythrocytes.fetal/1000 erythrocytes [Ratio] in Blood by Kleihauer-Betke method
94104-7,Zolpidem Ur Ql Scn - Zolpidem [Presence] in Urine by Screen method
2717-7,OxyHgb MFr Plas - Fractional oxyhemoglobin in Plasma
26927-4,HSV2 IgM Titr Ser IF - Herpes simplex virus 2 IgM Ab [Titer] in Serum by Immunofluorescence
3348-0,Amphetamines SerPl Ql - Amphetamines [Presence] in Serum or Plasma
3395-1,Cocaine SerPl Ql - Cocaine [Presence] in Serum or Plasma
3878-6,Opiates SerPl Ql - Opiates [Presence] in Serum or Plasma
3935-4,PCP SerPl Ql - Phencyclidine [Presence] in Serum or Plasma
10338-2,Barbiturates SerPl-mCnc - Barbiturates [Mass/volume] in Serum or Plasma
1496-9,Glucose 1.5h p 75 g Glc PO SerPl-mCnc - Glucose [Mass/volume] in Serum or Plasma --1.5 hours post 75 g glucose PO
1533-9,Glucose 3h p 75 g Glc PO SerPl-mCnc - Glucose [Mass/volume] in Serum or Plasma --3 hours post 75 g glucose PO
1527-1,Glucose 30M p 75 g Glc PO SerPl-mCnc - Glucose [Mass/volume] in Serum or Plasma --30 minutes post 75 g glucose PO
1539-6,Glucose 4h p 75 g Glc PO SerPl-mCnc - Glucose [Mass/volume] in Serum or Plasma --4 hours post 75 g glucose PO
1542-0,Glucose 5h p 75 g Glc PO SerPl-mCnc - Glucose [Mass/volume] in Serum or Plasma --5 hours post 75 g glucose PO
18311-1,Pelger Huet Cells Bld Ql Smear - Pelger Huet cells [Presence] in Blood by Light microscopy
87972-6,Gram Stn Sinus - Microscopic observation [Identifier] in Sinus by Gram stain
57838-5,Confirm dRVVT - dRVVT W excess phospholipid (LA confirm)
6760-3,Glucose 6h p 75 g Glc PO SerPl-mCnc - Glucose [Mass/volume] in Serum or Plasma --6 hours post 75 g glucose PO
66725-3,HAdV DNA Bld NAA+probe-Log# - Adenovirus DNA [Log #/volume] (viral load) in Blood by NAA with probe detection
59216-2,Uridine/Creat Ur-sRto - Uridine/Creatinine [Molar ratio] in Urine
59251-9,N-carbamoyl B-alanine/Creat Ur-sRto - N-carbamoyl beta alanine/Creatinine [Molar ratio] in Urine
59210-5,Inosine/Creat Ur-sRto - Inosine/Creatinine [Molar ratio] in Urine
59214-7,Succinyladenosine/Creat Ur-sRto - Succinyladenosine/Creatinine [Molar ratio] in Urine
49089-6,Sonographer - Sonographer [Identifier]
52966-9,Bacteria Anal Cult - Bacteria identified in Anal by Culture
1075-1,Jk sup(b) Ab SerPl Ql - Jk sup(b) Ab [Presence] in Serum or Plasma
12275-4,Yeast Genital Ql Wet Prep - Yeast [Presence] in Genital specimen by Wet preparation
42501-7,GAD65 Ab CSF-aCnc - Glutamate decarboxylase 65 Ab [Units/volume] in Cerebral spinal fluid
33951-5,Sodium/Creat Ur-sRto - Sodium/Creatinine [Molar ratio] in Urine
32705-6,N gonorrhoea DNA Vag Ql NAA+probe - Neisseria gonorrhoeae DNA [Presence] in Vaginal fluid by NAA with probe detection
45084-1,C trach DNA Vag Ql NAA+probe - Chlamydia trachomatis DNA [Presence] in Vaginal fluid by NAA with probe detection
59150-3,VRE Anal Ql Cult - Vancomycin resistant enterococcus [Presence] in Anal by Organism specific culture
59193-3,Deoxyuridine/Creat Ur-sRto - Deoxyuridine/Creatinine [Molar ratio] in Urine
59199-0,Deoxyadenosine/Creat Ur-sRto - Deoxyadenosine/Creatinine [Molar ratio] in Urine
59201-4,Deoxyguanosine/Creat Ur-sRto - Deoxyguanosine/Creatinine [Molar ratio] in Urine
59202-2,Deoxyinosine/Creat Ur-sRto - Deoxyinosine/Creatinine [Molar ratio] in Urine
59203-0,Adenine/Creat Ur-sRto - Adenine/Creatinine [Molar ratio] in Urine
59615-5,Alpraz Ur Cfm-mCnc - ALPRAZolam [Mass/volume] in Urine by Confirmatory method
78693-9,Dihydrothymine/Creat Ur-sRto - Dihydrothymine/Creatinine [Molar ratio] in Urine
79647-4,Beta-UIB/Creat Ur-sRto - Beta-ureidoisobutyrate/Creatinine [Molar ratio] in Urine
79685-4,5,6-Dihydrouracil/Creat Ur-sRto - 5,6-Dihydrouracil/Creatinine [Molar ratio] in Urine
80382-5,FLUAV Ag Nph Ql IA.rapid - Influenza virus A Ag [Presence] in Nasopharynx by Rapid immunoassay
80383-3,FLUBV Ag Nph Ql IA.rapid - Influenza virus B Ag [Presence] in Nasopharynx by Rapid immunoassay
78694-7,Dihydroorotate/Creat Ur-sRto - Dihydroorotate/Creatinine [Molar ratio] in Urine
78691-3,Guanosine/Creat Ur-sRto - Guanosine/Creatinine [Molar ratio] in Urine
75151-1,Acadesine/Creat Ur-sRto - Acadesine/Creatinine [Molar ratio] in Urine
75160-2,ADO/Creat Ur-sRto - Adenosine/Creatinine [Molar ratio] in Urine
36922-3,TPMT gene Mut Anl Bld/T - TPMT gene targeted mutation analysis in Blood or Tissue by Molecular genetics method
10753-2,Fat Stl Sudan IV Stn - Fat.microscopic observation [Identifier] in Stool by Sudan IV stain
21759-6,FMR1 gene CGG Rpt Bld/T Ql - FMR1 gene CGG repeats [Presence] in Blood or Tissue by Molecular genetics method
26512-4,Neutrophils/leuk NFr CSF - Neutrophils/100 leukocytes in Cerebral spinal fluid
34479-6,Blood group antibodies SerPl Cold Abs - Blood group antibodies identified in Serum or Plasma by Cold absorption
2765-6,Phe SerPl-mCnc - Phenylalanine [Mass/volume] in Serum or Plasma
55147-3,t(ABL1,BCR)p210/control Bld/T - t(9;22)(q34.1;q11)(ABL1,BCR) b2a2+b3a2 fusion transcript/control transcript [# Ratio] in Blood or Tissue by Molecular genetics method
53911-4,Bacteria Bifl Cult - Bacteria identified in Bile fluid by Culture
50758-2,HSV1 IgM Titr Ser IF - Herpes simplex virus 1 IgM Ab [Titer] in Serum by Immunofluorescence
34148-7,B burgdor IgG+IgM Ser-aCnc - Borrelia burgdorferi IgG+IgM Ab [Units/volume] in Serum
21823-0,t(9;22)(ABL1,BCR) Minor Bld/T Ql - t(9;22)(q34.1;q11)(ABL1,BCR) fusion transcript minor break points [Presence] in Blood or Tissue by Molecular genetics method
15160-5,Coag Fact Intrinsic PPP-Imp - Coagulation factor Intrinsic Factor [Interpretation] in Platelet poor plasma Narrative
10860-5,VZV Spec Ql Cult - Varicella zoster virus [Presence] in Specimen by Organism specific culture
23197-7,Leptospira Ab Ser Ql Aggl - Leptospira sp Ab [Presence] in Serum by Agglutination
3227-6,Fact XI PPP Chro-aCnc - Coagulation factor XI activity [Units/volume] in Platelet poor plasma by Chromogenic method
41415-1,B duncani Ab Titr Ser IF - Babesia duncani Ab [Titer] in Serum by Immunofluorescence
25140-5,Uracil/Creat Ur-sRto - Uracil/Creatinine [Molar ratio] in Urine
8121-6,CD25 Cells NFr Bld - CD25 cells/100 cells in Blood
2149-3,Creatine Ur-mCnc - Creatine [Mass/volume] in Urine
19099-1,Events Counted Spec - Events counted [#] in Specimen
16102-6,Bovine Gelatin IgE Qn - Bovine Gelatin IgE Ab [Units/volume] in Serum
40824-5,vWF Cp Inhib PPP-aCnc - von Willebrand factor (vWf) cleaving protease inhibitor [Units/volume] in Platelet poor plasma
28005-7,MTHFR c.677C>T Geno Bld/T - MTHFR gene c.677C>T [Genotype] in Blood or Tissue by Molecular genetics method Nominal
3160-9,Specimen vol Smn - Volume of Semen
33375-7,Chylo Plr Ql - Chylomicrons [Presence] in Pleural fluid
46131-9,C diff Tox B Stl Ql CT Tiss Cult - Clostridioides difficile toxin B [Presence] in Stool by Cytotoxin tissue culture assay
25308-8,Ammonia 24h Ur-sRate - Ammonia [Moles/time] in 24 hour Urine
73817-9,Prcnt hep inhibited Ser-Rto - Percent heparin inhibition [Ratio] in Serum
60257-3,Bacteria Crn Cult - Bacteria identified in Cornea by Culture
75665-0,O+P Ur Tri Stn - Ova and parasites identified in Urine by Trichrome stain
5781-0,Crystals Snv Micro - Crystals [type] in Synovial fluid by Light microscopy
13471-8,Cadmium/Creat Ur - Cadmium/Creatinine [Mass Ratio] in Urine
47318-1,LKM-1 IgG Ser IA-aCnc - Liver kidney microsomal 1 IgG Ab [Units/volume] in Serum by Immunoassay
43208-8,ITA MoM SerPl - Invasive trophoblast Ag [Multiple of the median] in Serum or Plasma
40583-7,ITA SerPl-mCnc - Invasive trophoblast Ag [Mass/volume] in Serum or Plasma
42675-9,HLA Ag-Imp - HLA Ag [Interpretation]
24446-7,PBG Ur-mCnc - Porphobilinogen [Mass/volume] in Urine
49493-0,Leukemia markers Bld-Imp - Leukemia markers [Interpretation] in Blood Narrative
9321-1,Calcium/Creat Ur - Calcium/Creatinine [Mass Ratio] in Urine
88700-0,B microti IgG+IgM Ser-Imp - Babesia microti IgG and IgM [Interpretation] in Serum
5784-4,Cystine Cry UrnS Ql Micro - Cystine crystals [Presence] in Urine sediment by Light microscopy
53774-6,EBV DNA Spec NAA+probe-Log# - Epstein Barr virus DNA [Log #/volume] (viral load) in Specimen by NAA with probe detection
16229-7,clonazePAM Ur Cfm-mCnc - clonazePAM [Mass/volume] in Urine by Confirmatory method
29997-4,BM IgG Ser IA-aCnc - Basement membrane IgG Ab [Units/volume] in Serum by Immunoassay
45208-6,Hgb A Bld Ql Elph - Hemoglobin A [Presence] in Blood by Electrophoresis
38196-2,Appearance Bld - Appearance of Blood
1115-5,Le sup(a) Ag RBC Ql - Le sup(a) Ag [Presence] on Red Blood Cells
5014-6,HSV DNA Spec Ql NAA+probe - Herpes simplex virus DNA [Presence] in Specimen by NAA with probe detection
53893-4,RNAp III Ab Ser-aCnc - RNA polymerase III Ab [Units/volume] in Serum
95425-5,SARS-CoV-2 N gene Sal Ql NAA+probe - SARS-CoV-2 (COVID-19) N gene [Presence] in Saliva (oral fluid) by NAA with probe detection
1121-3,Le sup(b) Ag RBC Ql - Le sup(b) Ag [Presence] on Red Blood Cells
2150-1,Creatine 24h Ur-mRate - Creatine [Mass/time] in 24 hour Urine
38546-8,HLA-B locus - HLA-B locus [Type]
44340-8,Me-histamine/Creat 24h Ur - N-methylhistamine/Creatinine [Mass Ratio] in 24 hour Urine
43576-8,Acylcarnitine/C0 Ur-Rto - Acylcarnitine/Carnitine.free (C0) [Ratio] in Urine
34539-7,Prot Elph Pnl Ur Elph - Protein electrophoresis panel - Urine
22704-1,Carnitine Free/Creat Ur-sRto - Carnitine free (C0)/Creatinine [Molar ratio] in Urine
22285-1,E histolyt Ab Ser Ql - Entamoeba histolytica Ab [Presence] in Serum
17257-7,Mesothl Cell Fld Ql Micro - Mesothelial cells [Presence] in Body fluid by Light microscopy
14118-4,Lactate SerPl-mCnc - Lactate [Mass/volume] in Serum or Plasma
46608-6, - Primary referring physician ID Provider
96490-8,NIF IgG CSF Ql IF - Neuronal intermediate filament IgG Ab [Presence] in Cerebral spinal fluid by Immunofluorescence
53833-0,Myoglobin Bld-mCnc - Myoglobin [Mass/volume] in Blood
5815-6,Tyrosine Cry UrnS Ql Micro - Tyrosine crystals [Presence] in Urine sediment by Light microscopy
49834-5,Leucine Ur Ql - Leucine [Presence] in Urine
52117-9,Bx Ab SerPl Ql - Bx Ab [Presence] in Serum or Plasma
7947-5,L pneumo Ab Ser Ql - Legionella pneumophila Ab [Presence] in Serum
75653-6,Manual dif comment Fld-Imp - Manual differential comment [Interpretation] in Body fluid Narrative
34385-5,Urate/Creat Ur-sRto - Urate/Creatinine [Molar ratio] in Urine
38366-1,Hypoxanthine/Creat Ur-sRto - Hypoxanthine/Creatinine [Molar ratio] in Urine
38371-1,Xanthine/Creat Ur-sRto - Xanthine/Creatinine [Molar ratio] in Urine
17866-5,Carnitine/Creat Ur-Rto - Carnitine/Creatinine [Ratio] in Urine
14245-5,PS IgG Ser-aCnc - Phosphatidylserine IgG Ab [Units/volume] in Serum
14246-3,PS IgM Ser-aCnc - Phosphatidylserine IgM Ab [Units/volume] in Serum
1060-3,I Ab SerPl Ql - I Ab [Presence] in Serum or Plasma
1291-4,P1 Ag RBC Ql - P1 Ag [Presence] on Red Blood Cells
35674-1,Creat ?Tm Ur-mCnc - Creatinine [Mass/volume] in Urine collected for unspecified duration
27939-8,Collagen NTx Ur-sCnc - Collagen crosslinked N-telopeptide [Moles/volume] in Urine
34155-2,Guanidinoacetate/Creat Ur-sRto - Guanidinoacetate/Creatinine [Molar ratio] in Urine
81155-4,Islet Cell512 Ab Ser-sCnc - Islet cell 512 Ab [Moles/volume] in Serum
9804-6,Wt Stone - Weight of Stone
67128-9,Abnormal WBC/leuk NFr Spec FC - Abnormal leukocytes/100 leukocytes in Specimen by Flow cytometry (FC)
9351-8,Alpraz Ur Ql - ALPRAZolam [Presence] in Urine
58009-2,MPL p.W515 Bld/T Ql - MPL gene p.Trp515 [Presence] in Blood or Tissue by Molecular genetics method
568-6,Fungus Aspirate Cult - Fungus identified in Aspirate by Culture
96486-6,NIF IgG Ser Ql IF - Neuronal intermediate filament IgG Ab [Presence] in Serum by Immunofluorescence
93503-1,NMDAR1 IgG Ser Ql CBA IFA - NMDAR subunit 1 IgG Ab [Presence] in Serum by Cell binding immunofluorescent assay
3654-1,Flurazepam Ur Ql - Flurazepam [Presence] in Urine
3861-2,Nordiazepam Ur Ql - Nordiazepam [Presence] in Urine
34187-5,dsDNA Ab Titr Ser CLIF - DNA double strand Ab [Titer] in Serum by Immunofluorescence (IF) Crithidia luciliae
12361-2,Oxazepam Ur Ql - Oxazepam [Presence] in Urine
13483-3,Oxalate/Creat Ur - Oxalate/Creatinine [Mass Ratio] in Urine
14192-9,Triazolam Ur Ql - Triazolam [Presence] in Urine
18187-5,LORazepam Ur Ql - LORazepam [Presence] in Urine
19245-0,clonazePAM Ur Ql - clonazePAM [Presence] in Urine
24458-2,Il2Recep SerPl-mCnc - Interleukin 2 receptor [Mass/volume] in Serum or Plasma
15606-7,Casein IgE RAST Ql - Casein IgE Ab RAST class [Presence] in Serum
27048-8,ENA SM+RNP Ab Ser-aCnc - Smith extractable nuclear Ab+Ribonucleoprotein extractable nuclear Ab [Units/volume] in Serum
7445-0,A-Lactalb IgE Qn - Lactalbumin alpha IgE Ab [Units/volume] in Serum
53285-3,RBC Casts # Ur Comp Assist - RBC casts [#/volume] in Urine by Computer assisted method
50407-6,Other cells/leuk CSF - Other cells/100 leukocytes [Identifier] in Cerebral spinal fluid
78989-1,Cryoglob Ser-mCnc - Cryoglobulin [Mass/volume] in Serum
